'Probe'	'Symbol'	'acg'	'dlpfc'	'cb'	'amy'	'hc'	'nacc'	'new-mean-6'
'27165_at'	'GLS2'	0	1	0	-1	-1	3	0.0521750742
'80195_at'	'C10orf57'	-1	-3	12	-5	2	9	0.0522656752
'2326_at'	'FMO1'	-3	4	9	0	9	2	0.052280852
'10221_at'	'TRIB1'	-3	12	7	16	-6	17	0.0524114614
'54870_at'	'QRICH1'	3	2	0	6	2	4	0.0524122059
'898_at'	'CCNE1'	6	4	1	3	7	12	0.0524594743
'3661_at'	'IRF3'	4	-3	12	6	2	2	0.0524811157
'55157_at'	'DARS2'	17	9	9	12	8	3	0.0525125461
'5794_at'	'PTPRH'	6	-3	1	-2	-3	8	0.0525476165
'113835_at'	'ZNF257'	-3	3	6	-6	9	4	0.052572928
'5272_at'	'SERPINB9'	0	1	0	-1	0	1	0.0526198747
'1192_at'	'CLIC1'	-1	5	-3	0	1	1	0.0527497864
'9028_at'	'RHBDL1'	5	8	-2	3	2	15	0.0528611251
'8161_at'	'COIL'	5	17	3	9	10	0	0.0528892551
'8711_at'	'TNK1'	-6	2	-2	11	-1	-4	0.0530763603
'7634_at'	'ZNF80'	3	8	8	2	6	1	0.0531046266
'1010_at'	'CDH12'	2	-2	16	6	0	-5	0.0531430919
'2012_at'	'EMP1'	0	3	-2	1	0	0	0.0531827065
'857_at'	'CAV1'	11	14	12	13	11	-5	0.0533846483
'2039_at'	'EPB49'	15	9	17	11	1	-3	0.0533911706
'1132_at'	'CHRM4'	8	-1	5	7	15	0	0.0534932667
'6822_at'	'SULT2A1'	1	3	7	6	13	6	0.0535153739
'55325_at'	'UFSP2'	8	13	9	10	9	9	0.053517762
'23070_at'	'FTSJD2'	8	7	0	7	6	12	0.0535488735
'23660_at'	'ZKSCAN5'	1	9	-1	10	3	-2	0.0536187292
'80028_at'	'FBXL18'	17	13	9	12	-4	-5	0.0536545647
'9695_at'	'EDEM1'	-2	7	5	8	4	4	0.0536987418
'9289_at'	'GPR56'	4	6	0	5	-1	1	0.0537504303
'7035_at'	'TFPI'	2	3	6	4	5	7	0.053796519
'285_at'	'ANGPT2'	-1	-1	-3	0	0	-1	0.0538342982
'9209_at'	'LRRFIP2'	6	-6	14	-3	15	14	0.0538958742
'51233_at'	'C22orf43'	4	16	4	14	1	1	0.0539425372
'9786_at'	'KIAA0586'	13	9	0	15	13	8	0.0540073459
'27239_at'	'GPR162'	-6	-2	-6	7	1	14	0.0542037169
'6522_at'	'SLC4A2'	10	-2	0	3	-3	-3	0.0542092227
'7188_at'	'TRAF5'	3	4	11	3	3	17	0.0542191121
'79009_at'	'DDX50'	4	4	1	-3	-5	7	0.0542704123
'25825_at'	'BACE2'	0	2	8	7	0	13	0.0542862315
'11251_at'	'GPR44'	6	8	14	10	9	10	0.054389218
'3839_at'	'KPNA3'	6	7	4	10	8	5	0.0546030573
'1736_at'	'DKC1'	4	10	5	3	-1	3	0.0546412388
'340591_at'	'CA5BP'	-6	4	7	-6	5	-6	0.0546544342
'1326_at'	'MAP3K8'	0	-1	-1	3	0	3	0.0546841266
'7332_at'	'UBE2L3'	-4	-2	0	-6	-1	-3	0.0547520988
'10879_at'	'SMR3B'	-6	5	9	-1	4	0	0.0548552055
'23082_at'	'PPRC1'	4	8	11	-1	0	2	0.0549135036
'58525_at'	'WIZ'	17	5	17	13	5	2	0.0549411007
'3570_at'	'IL6R'	5	5	-5	2	10	3	0.0549493173
'124044_at'	'SPATA2L'	11	10	10	10	8	15	0.0552353716
'2730_at'	'GCLM'	3	2	9	6	6	3	0.055237269
'10863_at'	'ADAM28'	-5	4	0	11	2	8	0.055272508
'5836_at'	'PYGL'	1	4	-1	1	-4	-2	0.0553148144
'6692_at'	'SPINT1'	17	14	-4	-4	-4	11	0.0553678632
'56915_at'	'EXOSC5'	5	4	14	1	11	1	0.0554360967
'2328_at'	'FMO3'	6	11	11	5	9	10	0.0554461339
'50944_at'	'SHANK1'	13	8	8	8	-2	10	0.0554772384
'1201_at'	'CLN3'	10	-3	-1	5	-6	7	0.0555650929
'9295_at'	'SFRS11'	0	16	-3	2	8	10	0.0555824888
'7010_at'	'TEK'	17	11	12	8	11	16	0.0556178142
'25829_at'	'TMEM184B'	-1	15	-2	-2	-2	17	0.0556390023
'9785_at'	'DHX38'	3	11	-1	5	4	12	0.0558362574
'29999_at'	'FSCN3'	-6	4	15	14	-1	13	0.0563218083
'286148_at'	'DPY19L4'	5	-3	-5	0	10	6	0.0563274796
'4713_at'	'NDUFB7'	11	5	11	12	11	-6	0.0563858673
'7323_at'	'UBE2D3'	-1	-6	-6	-3	7	0	0.0565686957
'7316_at'	'UBC'	-1	2	1	-3	0	1	0.056584874
'26750_at'	'RPS6KC1'	5	11	7	3	8	0	0.056691828
'781_at'	'CACNA2D1'	13	-4	17	16	15	9	0.0567614233
'79987_at'	'SVEP1'	5	2	6	-1	-3	6	0.0568074829
'9847_at'	'KIAA0528'	6	14	1	9	14	8	0.0568686397
'23220_at'	'DTX4'	13	16	13	-4	16	15	0.0570062517
'10818_at'	'FRS2'	8	-3	15	12	12	8	0.0570337759
'6603_at'	'SMARCD2'	8	4	1	-1	7	5	0.0570758258
'5303_at'	'PIN4'	17	-4	8	13	17	17	0.0571210878
'2280_at'	'FKBP1A'	-2	17	-2	14	-1	4	0.0571541956
'3055_at'	'HCK'	-2	5	-1	-1	3	4	0.0572619439
'55388_at'	'MCM10'	-6	-3	-5	13	-2	7	0.0572938404
'3787_at'	'KCNS1'	-4	7	9	5	5	5	0.0572993266
'2868_at'	'GRK4'	5	9	14	4	8	16	0.0573433631
'9031_at'	'BAZ1B'	4	5	12	3	9	7	0.0573683371
'4172_at'	'MCM3'	-2	3	9	8	5	6	0.0573920908
'5437_at'	'POLR2H'	-1	-2	4	3	-1	0	0.0575685293
'4179_at'	'CD46'	0	-6	-2	-3	-2	0	0.0576378171
'2584_at'	'GALK1'	13	-4	14	0	13	-6	0.0576827491
'6252_at'	'RTN1'	4	9	0	9	-3	-4	0.0577286205
'5686_at'	'PSMA5'	5	-2	3	-4	15	-4	0.0577373762
'29899_at'	'GPSM2'	9	14	10	15	13	10	0.0578560359
'2_at'	'A2M'	11	11	12	9	12	9	0.0578828437
'1608_at'	'DGKG'	13	11	10	8	13	10	0.0579095552
'83447_at'	'SLC25A31'	-1	-4	3	1	7	8	0.0579612182
'6713_at'	'SQLE'	6	0	4	2	-2	11	0.0580033724
'994_at'	'CDC25B'	-3	1	-3	1	0	-3	0.0580362177
'84975_at'	'MFSD5'	2	3	7	3	10	6	0.0581032113
'84193_at'	'SETD3'	6	9	5	9	7	2	0.0581075485
'26519_at'	'TIMM10'	17	-3	6	16	16	-4	0.0581383247
'8872_at'	'CDC123'	3	3	1	1	4	4	0.0582106394
'51350_at'	'KRT76'	-5	4	8	-4	-2	1	0.0582304154
'1496_at'	'CTNNA2'	-2	11	0	8	17	10	0.0582442105
'9879_at'	'DDX46'	10	15	2	-6	4	-6	0.058260661
'23596_at'	'OPN3'	3	4	7	1	2	14	0.0583914926
'25909_at'	'AHCTF1'	6	-4	1	-1	10	3	0.058419905
'9355_at'	'LHX2'	-6	15	8	12	-5	-4	0.0584220936
'23085_at'	'ERC1'	11	9	12	11	16	10	0.0585942203
'1462_at'	'VCAN'	9	11	0	8	15	10	0.0585975204
'27237_at'	'ARHGEF16'	16	4	-2	-6	1	13	0.0586329448
'3185_at'	'HNRNPF'	5	-3	-2	2	5	4	0.0587655274
'1848_at'	'DUSP6'	0	11	2	7	8	15	0.0588042685
'10239_at'	'AP3S2'	-1	5	-4	-3	4	3	0.059048386
'54798_at'	'DCHS2'	-4	0	16	8	-5	9	0.0590868259
'29988_at'	'SLC2A8'	3	6	-5	0	7	1	0.0591887533
'8448_at'	'DOC2A'	12	6	-5	11	1	-5	0.0592093866
'8477_at'	'GPR65'	3	0	3	3	8	4	0.0593525858
'11005_at'	'SPINK5'	-1	3	12	8	10	4	0.0593665014
'1894_at'	'ECT2'	2	-4	16	7	6	5	0.0593667817
'23066_at'	'CAND2'	2	1	-2	2	4	3	0.0595477808
'285203_at'	'C3orf64'	5	8	10	5	6	13	0.059597129
'5894_at'	'RAF1'	-1	0	0	10	4	-4	0.0596150422
'5972_at'	'REN'	-5	-1	-1	11	-3	17	0.0597810504
'51128_at'	'SAR1B'	-1	-4	5	-6	8	-4	0.0598112771
'10936_at'	'GPR75'	-5	9	15	-5	12	-5	0.0599029392
'10848_at'	'PPP1R13L'	-5	-2	14	0	-6	6	0.0602170685
'1407_at'	'CRY1'	10	13	10	4	11	13	0.0603434289
'23212_at'	'RRS1'	-1	-5	14	2	-1	-1	0.0605050242
'10467_at'	'ZNHIT1'	-3	13	13	-5	9	3	0.0605198676
'9887_at'	'SMG7'	-6	17	16	10	14	15	0.0606689657
'53838_at'	'C11orf24'	3	-4	1	2	3	13	0.0606693088
'4501_at'	'MT1X'	4	4	3	4	7	3	0.0607499102
'54207_at'	'KCNK10'	8	5	13	-5	12	10	0.0607784103
'1826_at'	'DSCAM'	17	6	12	15	10	9	0.0608853826
'60626_at'	'RIC8A'	-5	2	13	9	-3	-4	0.0608860078
'8655_at'	'DYNLL1'	16	17	10	15	17	17	0.0610931419
'55727_at'	'BTBD7'	7	6	-1	-6	6	7	0.0611918186
'28998_at'	'MRPL13'	-3	-3	7	-5	5	-4	0.0612335169
'10579_at'	'TACC2'	3	11	3	8	0	13	0.0612516113
'23560_at'	'GTPBP4'	3	14	9	1	8	6	0.0613287909
'4647_at'	'MYO7A'	-2	5	3	4	0	-4	0.0615258313
'64063_at'	'PRSS22'	9	16	17	17	-6	-2	0.0615595718
'25936_at'	'NSL1'	13	17	12	-1	16	14	0.0615597771
'2781_at'	'GNAZ'	5	10	3	8	-1	9	0.0617714251
'8565_at'	'YARS'	4	8	10	3	-1	4	0.0618504501
'5671_at'	'PSG3'	-1	6	9	14	6	7	0.0618980968
'415_at'	'ARSE'	15	14	11	13	-1	15	0.0619120012
'4583_at'	'MUC2'	11	3	7	8	-2	0	0.0619918057
'27333_at'	'GOLIM4'	10	9	6	7	13	8	0.0619919828
'2294_at'	'FOXF1'	1	5	16	9	4	3	0.0619959915
'11335_at'	'CBX3'	4	15	-3	1	6	-6	0.0620776785
'25878_at'	'MXRA5'	0	4	11	4	-2	8	0.0623865275
'60489_at'	'APOBEC3G'	14	11	6	-3	10	10	0.0623910528
'5335_at'	'PLCG1'	17	1	-3	7	16	-5	0.0624124744
'81493_at'	'SYNC'	2	-2	0	-3	9	3	0.0624703708
'5119_at'	'CHMP1A'	10	8	-2	7	1	1	0.0626104314
'8697_at'	'CDC23'	5	-4	4	3	6	-2	0.0626233388
'1123_at'	'CHN1'	-6	12	3	10	-3	1	0.062652985
'23566_at'	'LPAR3'	12	9	-6	-2	5	9	0.0626925275
'3886_at'	'KRT35'	6	8	7	-5	2	6	0.0627070269
'9635_at'	'CLCA2'	5	1	16	-3	4	11	0.0629887039
'159162_at'	'RBMY2FP'	17	3	9	16	7	15	0.0630643231
'8633_at'	'UNC5C'	2	-3	8	-3	-3	4	0.0631929406
'4846_at'	'NOS3'	-2	-3	-5	1	0	10	0.0633730234
'3628_at'	'INPP1'	2	-2	1	-2	-4	-6	0.0634804809
'55106_at'	'SLFN12'	-4	2	7	15	2	10	0.0635109083
'643641_at'	'ZNF862'	12	3	1	11	-6	-1	0.0635119502
'54758_at'	'KLHDC4'	4	5	6	11	7	8	0.0635654757
'7874_at'	'USP7'	5	8	-5	8	5	8	0.0635754181
'4651_at'	'MYO10'	11	16	-5	12	15	11	0.063693804
'1660_at'	'DHX9'	5	15	10	-6	-6	1	0.0637952562
'57035_at'	'C1orf63'	14	15	12	-5	17	14	0.0639674421
'7056_at'	'THBD'	-3	11	4	-1	0	-1	0.0639844905
'57127_at'	'RHBG'	-1	-6	-6	16	-2	-3	0.0640152114
'7866_at'	'IFRD2'	4	1	1	1	8	-1	0.0640438502
'54986_at'	'ULK4'	13	1	10	11	-3	6	0.0640452808
'55787_at'	'CXorf15'	7	-5	8	-5	3	16	0.0640686323
'11167_at'	'FSTL1'	0	3	9	2	3	0	0.0640747903
'54869_at'	'EPS8L1'	-6	11	-5	14	0	17	0.064084009
'28820_at'	'IGLV1-51'	8	10	11	1	13	10	0.0640869547
'79899_at'	'PRR5L'	7	-3	2	-3	-3	14	0.0640948261
'3269_at'	'HRH1'	13	8	9	10	-6	-3	0.0641221604
'11103_at'	'KRR1'	7	14	-4	12	11	9	0.0641697164
'440387_at'	'CTRB2'	-6	8	-2	-4	8	-4	0.0642007968
'7726_at'	'TRIM26'	-5	3	13	-1	-3	4	0.0642175077
'5161_at'	'PDHA2'	-2	-2	5	17	-4	0	0.0642715114
'79695_at'	'GALNT12'	9	17	16	-2	9	7	0.0643558769
'54882_at'	'ANKHD1'	6	-4	0	-4	3	-6	0.0644384856
'8170_at'	'SLC14A2'	17	2	9	14	7	8	0.064616564
'5146_at'	'PDE6C'	-4	-1	5	1	13	8	0.0646796477
'7727_at'	'ZNF174'	7	15	2	2	15	16	0.0648186216
'26716_at'	'OR2H1'	12	5	3	-5	2	11	0.0648693576
'23139_at'	'MAST2'	-6	14	13	4	-2	-6	0.0648817018
'914_at'	'CD2'	17	5	3	13	1	7	0.0649405552
'54509_at'	'RHOF'	-4	2	2	0	10	10	0.0650363577
'23033_at'	'DOPEY1'	7	10	-1	5	10	14	0.0650367928
'8658_at'	'TNKS'	8	13	9	3	14	14	0.0651165623
'5936_at'	'RBM4'	-4	17	11	-6	15	17	0.0651512259
'4064_at'	'CD180'	14	7	8	17	13	15	0.0651840129
'2002_at'	'ELK1'	-6	4	-2	13	8	2	0.0651912935
'10330_at'	'CNPY2'	0	-4	11	0	5	4	0.0652541941
'56914_at'	'OTOR'	-5	8	-3	-6	-1	9	0.0653758312
'80761_at'	'UPK3B'	3	3	0	6	-6	6	0.0653795921
'2892_at'	'GRIA3'	9	10	12	8	12	12	0.0654023675
'29933_at'	'GPR132'	-3	0	9	10	-5	8	0.0655800278
'9337_at'	'CNOT8'	2	-3	2	11	6	4	0.0655833931
'10046_at'	'MAMLD1'	-6	5	8	12	16	5	0.0657388734
'6387_at'	'CXCL12'	14	9	14	14	14	14	0.0658144428
'1955_at'	'MEGF9'	12	-5	6	-3	17	-3	0.0658859189
'6867_at'	'TACC1'	4	10	14	7	2	6	0.0659217777
'3976_at'	'LIF'	-3	3	6	13	0	12	0.0660148792
'8836_at'	'GGH'	1	-6	2	-2	4	3	0.0660768379
'2191_at'	'FAP'	16	-1	12	9	-5	0	0.0660919715
'1797_at'	'DOM3Z'	-6	1	-5	-4	8	-3	0.0661205273
'2113_at'	'ETS1'	2	15	9	9	7	13	0.0661372983
'22925_at'	'PLA2R1'	5	-1	-3	-2	1	4	0.0661761909
'9605_at'	'C16orf7'	5	8	-3	5	3	13	0.0662032617
'1408_at'	'CRY2'	10	7	5	6	5	15	0.0662318725
'410_at'	'ARSA'	-4	-1	12	4	5	13	0.0662558153
'5597_at'	'MAPK6'	6	9	4	4	9	3	0.0662831003
'89870_at'	'TRIM15'	14	-2	-2	5	-2	15	0.0662961433
'6262_at'	'RYR2'	6	9	11	6	6	8	0.0663902573
'28957_at'	'MRPS28'	4	-6	8	17	13	2	0.0664715334
'57091_at'	'CASS4'	11	10	-6	14	10	2	0.0665119525
'98_at'	'ACYP2'	6	-2	8	-5	-2	2	0.0665314865
'2224_at'	'FDPS'	6	10	8	0	-2	7	0.0667172893
'22806_at'	'IKZF3'	-3	-3	8	0	-6	14	0.0667838643
'55810_at'	'FOXJ2'	1	6	8	9	6	8	0.0668078523
'862_at'	'RUNX1T1'	13	12	17	8	13	-1	0.0668197716
'57050_at'	'UTP3'	1	12	6	3	10	7	0.0668419589
'9465_at'	'AKAP7'	16	13	6	-6	14	13	0.0669159165
'79594_at'	'MUL1'	-3	-1	17	4	7	6	0.0669260897
'6626_at'	'SNRPA'	2	5	4	13	1	0	0.0669468358
'10866_at'	'HCP5'	4	10	11	5	3	10	0.0670128303
'55604_at'	'LRRC16A'	1	16	-6	14	15	-6	0.0670715545
'3909_at'	'LAMA3'	-5	3	12	10	-4	14	0.0670802909
'9531_at'	'BAG3'	-3	-5	-6	-3	-5	-4	0.0671195773
'8359_at'	'HIST1H4A'	-3	2	5	11	-1	-5	0.0671668431
'54788_at'	'DNAJB12'	10	3	-4	-2	8	5	0.0671837316
'28683_at'	'TRAV8-3'	13	-4	10	14	-2	14	0.0671862415
'56941_at'	'C3orf37'	-1	13	10	5	-1	-1	0.067249549
'51043_at'	'ZBTB7B'	16	-1	16	5	17	9	0.0672569498
'353500_at'	'BMP8A'	17	2	5	7	-4	10	0.0672974754
'7156_at'	'TOP3A'	14	8	-5	8	17	13	0.0675116979
'6002_at'	'RGS12'	14	9	2	9	1	11	0.0675369035
'10252_at'	'SPRY1'	-1	1	10	10	0	13	0.0675864297
'1836_at'	'SLC26A2'	-1	1	16	0	1	3	0.0675963057
'1844_at'	'DUSP2'	-1	3	16	9	-4	-4	0.0675974006
'54541_at'	'DDIT4'	2	2	-1	4	1	2	0.0676921391
'162_at'	'AP1B1'	3	0	-1	12	-2	6	0.0678245218
'9849_at'	'ZNF518A'	6	-5	15	0	9	16	0.0678704778
'10343_at'	'PKDREJ'	-1	1	8	8	2	-4	0.06787066
'57215_at'	'THAP11'	2	-1	16	0	17	6	0.067986539
'25794_at'	'FSCN2'	13	7	-2	-1	8	3	0.0680873359
'10903_at'	'MTMR11'	17	-1	9	-6	0	0	0.0681119703
'25939_at'	'SAMHD1'	17	2	-4	12	10	8	0.0681290431
'79740_at'	'ZBBX'	6	-2	10	15	5	7	0.0681930815
'5832_at'	'ALDH18A1'	-1	6	-3	-4	-1	-3	0.0682037533
'5164_at'	'PDK2'	16	-2	-2	11	10	2	0.0682493075
'80063_at'	'ATF7IP2'	-4	4	-5	15	-2	-1	0.0682744595
'23143_at'	'LRCH1'	14	16	14	-1	15	14	0.0683183389
'4197_at'	'MDS1'	-4	5	13	14	14	17	0.0683207831
'51319_at'	'RSRC1'	9	17	1	-4	11	8	0.0683609279
'8624_at'	'PSMG1'	6	10	13	13	5	4	0.0683738214
'51340_at'	'CRNKL1'	12	16	8	11	15	17	0.0684656814
'81556_at'	'C15orf44'	2	0	8	-6	3	5	0.0685361346
'11097_at'	'NUPL2'	6	14	15	14	15	14	0.068662399
'926_at'	'CD8B'	11	4	2	0	5	9	0.0686759362
'26333_at'	'OR7A17'	4	5	8	13	-1	8	0.0686860742
'26589_at'	'MRPL46'	1	-3	3	-3	8	11	0.0687639249
'57817_at'	'HAMP'	3	6	-1	0	2	3	0.0688071526
'50805_at'	'IRX4'	9	13	2	7	4	-2	0.0688163637
'6247_at'	'RS1'	-1	6	-2	17	1	9	0.0689274687
'4860_at'	'PNP'	-1	-2	3	-1	-2	-2	0.068934405
'427_at'	'ASAH1'	9	12	-2	15	11	12	0.0690236165
'5890_at'	'RAD51L1'	-4	8	16	-4	-5	14	0.0690337511
'79047_at'	'KCTD15'	15	7	-2	13	6	0	0.0690581761
'4620_at'	'MYH2'	1	6	11	13	10	10	0.0692933567
'25847_at'	'ANAPC13'	0	8	10	-4	5	4	0.0693755498
'54149_at'	'C21orf91'	-4	-1	7	-4	-3	1	0.0695587447
'57795_at'	'FAM5B'	16	10	2	10	8	10	0.0695614772
'8082_at'	'SSPN'	5	9	-2	9	12	7	0.0695718478
'54873_at'	'PALMD'	11	14	12	11	6	-6	0.0695924657
'23076_at'	'RRP1B'	3	11	11	8	7	9	0.0696533472
'25775_at'	'C22orf24'	4	-5	10	10	3	16	0.069771796
'54538_at'	'ROBO4'	13	4	-4	-6	10	-3	0.0698143415
'90627_at'	'STARD13'	1	3	6	7	16	3	0.0698231479
'5577_at'	'PRKAR2B'	15	12	12	10	16	15	0.0698824331
'56342_at'	'PPAN'	10	3	1	3	-6	14	0.0700357511
'80174_at'	'DBF4B'	10	11	15	-1	12	12	0.0702655168
'51182_at'	'HSPA14'	4	2	2	6	17	2	0.0702968151
'11085_at'	'ADAM30'	-5	-1	8	10	-3	14	0.0703955677
'57665_at'	'RDH14'	5	-1	8	2	0	8	0.0704891429
'10600_at'	'USP16'	6	14	4	-5	7	13	0.0705272971
'1600_at'	'DAB1'	14	-2	-3	17	-5	11	0.0705409778
'81029_at'	'WNT5B'	-5	2	15	13	7	1	0.0705540863
'55612_at'	'FERMT1'	8	15	11	14	12	10	0.0706653926
'79979_at'	'TRMT2B'	2	1	9	4	-6	7	0.0707256269
'3553_at'	'IL1B'	-2	3	2	-2	-1	1	0.0708151537
'22882_at'	'ZHX2'	5	6	8	8	10	5	0.0708459765
'9245_at'	'GCNT3'	-5	-1	6	7	-1	-1	0.0710166617
'10295_at'	'BCKDK'	10	7	8	7	1	10	0.0711613799
'9456_at'	'HOMER1'	16	15	10	10	15	17	0.0711827877
'4758_at'	'NEU1'	-2	0	2	-2	15	-3	0.0713009665
'26207_at'	'PITPNC1'	-2	1	3	0	1	0	0.071363396
'9166_at'	'EBAG9'	-3	15	11	8	8	-4	0.0713796761
'6747_at'	'SSR3'	-5	-2	-4	-3	17	-3	0.0714067788
'5232_at'	'PGK2'	1	7	-3	2	1	7	0.0715094877
'9538_at'	'EI24'	1	2	6	3	5	11	0.0715174379
'92104_at'	'TTC30A'	5	17	6	10	7	9	0.0715922648
'3912_at'	'LAMB1'	5	14	15	14	7	4	0.0716068578
'9227_at'	'LRAT'	-3	13	4	5	8	1	0.0716529214
'1627_at'	'DBN1'	-2	8	2	4	3	-3	0.0716682275
'79096_at'	'C11orf49'	6	7	9	8	12	11	0.0716733662
'1587_at'	'ADAM3A'	8	12	5	9	8	13	0.0717066956
'2977_at'	'GUCY1A2'	16	3	15	10	-4	14	0.0717417931
'1121_at'	'CHM'	3	-1	-6	-6	-3	5	0.0717670424
'23532_at'	'PRAME'	3	8	9	13	-4	-6	0.0718278978
'1392_at'	'CRH'	17	16	-6	16	11	15	0.0718525452
'8531_at'	'CSDA'	0	4	0	1	1	0	0.0720026086
'5430_at'	'POLR2A'	5	-6	5	4	1	8	0.0720308107
'3881_at'	'KRT31'	-6	8	-6	-1	6	9	0.0720788924
'1006_at'	'CDH8'	2	-2	5	-3	17	10	0.0722785725
'1081_at'	'CGA'	-3	3	14	-3	9	5	0.0723360983
'799_at'	'CALCR'	14	11	11	-3	-2	17	0.0725108005
'8368_at'	'HIST1H4L'	-2	6	-4	-4	-6	12	0.072526783
'9098_at'	'USP6'	3	4	6	-1	11	9	0.0725379639
'338645_at'	'LUZP2'	-6	2	5	-1	12	9	0.0725435683
'4189_at'	'DNAJB9'	3	-3	2	0	3	-2	0.072744781
'6783_at'	'SULT1E1'	11	2	2	8	16	9	0.0727727539
'27229_at'	'TUBGCP4'	-4	-2	-5	-5	9	7	0.0728726303
'135948_at'	'OR2F2'	-4	-5	10	-2	12	-5	0.0729022031
'8527_at'	'DGKD'	-2	7	4	-3	5	14	0.073079457
'79805_at'	'VASH2'	6	2	2	6	10	17	0.0730925232
'2799_at'	'GNS'	1	-4	-3	2	6	5	0.0730938318
'55819_at'	'RNF130'	12	-4	14	-4	-6	14	0.0731041758
'933_at'	'CD22'	14	-5	-3	-3	-3	15	0.0731983469
'9228_at'	'DLGAP2'	12	10	12	10	10	14	0.0732720305
'1479_at'	'CSTF3'	0	7	3	10	12	-1	0.0734092737
'6503_at'	'SLA'	17	6	4	8	1	5	0.0734263411
'1583_at'	'CYP11A1'	-6	4	8	4	-4	-4	0.0734352772
'2152_at'	'F3'	3	-6	3	1	-1	0	0.0735170415
'2150_at'	'F2RL1'	16	2	0	11	4	7	0.0735670926
'11046_at'	'SLC35D2'	9	-5	-4	2	6	8	0.0736083141
'51073_at'	'MRPL4'	-1	-1	11	8	2	-3	0.0737852535
'4646_at'	'MYO6'	8	17	16	14	13	13	0.073804808
'28962_at'	'OSTM1'	3	4	16	7	3	0	0.0738396822
'24147_at'	'FJX1'	5	8	0	9	3	13	0.0738460077
'79084_at'	'WDR77'	-6	17	10	-3	17	0	0.0739068586
'9704_at'	'DHX34'	2	7	8	5	11	-4	0.0739095235
'65980_at'	'BRD9'	-1	6	6	6	1	6	0.0739775193
'10716_at'	'TBR1'	-6	-6	9	8	1	8	0.0740181734
'55082_at'	'ARGLU1'	3	15	-1	-6	-4	17	0.0740940295
'55011_at'	'PIH1D1'	-5	-5	11	16	-5	-6	0.0741017006
'10126_at'	'DNAL4'	16	14	16	12	-4	13	0.0741290712
'3680_at'	'ITGA9'	-6	-4	12	17	1	14	0.0741382152
'51363_at'	'CHST15'	-1	6	8	8	6	1	0.0741469097
'53339_at'	'BTBD1'	4	8	-1	8	0	6	0.0742532159
'8140_at'	'SLC7A5'	16	8	10	5	1	-2	0.0742538495
'54928_at'	'IMPAD1'	-4	0	15	-5	7	8	0.0742556924
'58487_at'	'CREBZF'	3	-1	-2	6	1	3	0.0744608685
'23031_at'	'MAST3'	15	14	-4	11	12	15	0.074532122
'2286_at'	'FKBP2'	15	0	10	-2	-4	0	0.0745735875
'8778_at'	'SIGLEC5'	11	1	-3	16	13	6	0.0746874521
'57804_at'	'POLD4'	-6	5	-4	17	2	10	0.0747290658
'9529_at'	'BAG5'	10	13	5	12	10	-5	0.0748253761
'26085_at'	'KLK13'	-2	3	10	16	2	6	0.0749528929
'29944_at'	'PNMA3'	17	1	16	-5	-1	11	0.0750194328
'7082_at'	'TJP1'	10	17	13	12	14	8	0.0752667615
'197_at'	'AHSG'	11	9	-4	-2	-3	12	0.0753342655
'81789_at'	'TIGD6'	7	-6	-2	4	12	12	0.0753454623
'830_at'	'CAPZA2'	1	-3	6	2	7	0	0.0754039326
'387263_at'	'C6orf120'	3	0	5	7	6	5	0.0754101345
'23650_at'	'TRIM29'	16	2	14	11	4	6	0.0754475242
'8601_at'	'RGS20'	15	14	7	16	16	-6	0.0754795091
'3805_at'	'KIR2DL4'	-6	-3	10	17	-3	4	0.0754994943
'225_at'	'ABCD2'	-4	-5	11	13	15	3	0.075555175
'3938_at'	'LCT'	-6	-1	10	12	-4	8	0.0755947916
'79785_at'	'RERGL'	7	9	10	8	9	13	0.0756418459
'80059_at'	'LRRTM4'	11	15	12	9	12	-5	0.0756947846
'1003_at'	'CDH5'	-2	16	15	3	-4	-5	0.0758847279
'4790_at'	'NFKB1'	-5	0	9	13	-3	-4	0.075928653
'8824_at'	'CES2'	14	8	15	13	4	12	0.0759288994
'6634_at'	'SNRPD3'	14	17	16	0	11	6	0.0760178845
'54863_at'	'C9orf167'	16	-5	-3	5	0	10	0.076118774
'26286_at'	'ARFGAP3'	2	2	3	1	2	-3	0.0761259069
'4281_at'	'MID1'	-4	14	13	13	13	-6	0.076174681
'4113_at'	'MAGEB2'	0	5	10	3	9	9	0.0762926607
'6000_at'	'RGS7'	5	11	10	-3	-4	-6	0.0763033146
'23314_at'	'SATB2'	5	11	10	8	-6	-5	0.0763669121
'8440_at'	'NCK2'	2	3	13	5	-5	0	0.0763788868
'26610_at'	'ELP4'	-2	-5	-1	-6	15	17	0.0765487243
'2252_at'	'FGF7'	6	-6	1	17	15	10	0.076603922
'2669_at'	'GEM'	-1	2	4	-2	-1	-1	0.0766096188
'6820_at'	'SULT2B1'	-4	7	10	-4	3	11	0.0766510265
'9973_at'	'CCS'	9	12	-6	2	8	8	0.0768132073
'80111_at'	'C3orf36'	16	11	9	17	-4	15	0.0768205527
'1116_at'	'CHI3L1'	5	4	2	2	4	1	0.07690083
'7699_at'	'ZNF140'	4	17	0	-2	10	-3	0.0769183666
'6750_at'	'SST'	15	-3	11	-4	-5	-5	0.0769187549
'28966_at'	'SNX24'	5	14	-5	1	7	9	0.0769279644
'22913_at'	'RALY'	16	9	16	-1	5	11	0.0770232674
